puzzle,solution
000781260002046801006250709630009025800402300290000000010027000728090536060038102,945781263372946851186253749637819425851462397294375618513627984728194536469538172
940080260070946851106000700007800005001000097204305618510620904020004006400008102,945781263372946851186253749637819425851462397294375618513627984728194536469538172
005781203370000001006050749630000405801462000000005600013000980008194530460538100,945781263372946851186253749637819425851462397294375618513627984728194536469538172
040000063302946800086000040030800425051002390204070008003620984728100030009538000,945781263372946851186253749637819425851462397294375618513627984728194536469538172
900281760002046050086003040607800425051402090290075010510000984700094000460000002,945281763372946851186753249637819425851462397294375618513627984728194536469538172
945200063370040050086750040000010425800062397090305000510000004008100006069038172,945281763372946851186753249637819425851462397294375618513627984728194536469538172
905080763370000801100753249000010400051000097090370000013027984000104000009038172,945281763372946851186753249637819425851462397294375618513627984728194536469538172
045001003072069000100753040837005400600840390204000508003007084008000635469538000,945281763372469851186753249837915426651842397294376518513627984728194635469538172
045080703372460850106053009037900400050800090094006010010027000728090005069038100,945281763372469851186753249837915426651842397294376518513627984728194635469538172
905281063072009051080753200037005426000800300090300500013607000008194035000530100,945281763372469851186753249837915426651842397294376518513627984728194635469538172
040001763000069050680000294807000406054000019190002507503620000020194635409030070,945281763372469851681753294837915426254876319196342587513627948728194635469538172
940201760072409851001753290007015000204006300106040000500600040020190035000008172,945281763372469851681753294837915426254876319196342587513627948728194635469538172
900201063002060001000003200800005420254870009136002000013627040728004605009508102,945281763372469851681753294897315426254876319136942587513627948728194635469538172
045201763302460001680050294897000020204806010130040500013620900700000000060508070,945281763372469851681753294897315426254876319136942587513627948728194635469538172
040000760372460001001050204097005420204876310136042007500020000700094000069030102,945281763372469851681753294897315426254876319136942587513627948728194635469538172
045080700070409501680053204890300026204000300000040807510020040728190035400508002,945281763372469581681753294897315426254876319136942857513627948728194635469538172
040281003302460581001053094890000400250800009006940000003000948020190600460530072,945281763372469581681753294897315426254876319136942857513627948728194635469538172
945200763372400501080703000890002456054806309100900820000607040728004000000000170,945281763372469581681753294897312456254876319136945827513627948728194635469538172
945201760070400081601750094897002006250806009136005820000027900708000030000008070,945281763372469581681753294897312456254876319136945827513627948728194635469538172
005280763302000580001053200007010406054870310000900800003120048028604100409530600,945281763372469581681753294897312456254876319136945827563127948728694135419538672
000201063002409581081050090000012406204000309030040870500120040720690100410008627,945281763372469581681753294897312456254876319136945872563127948728694135419538627
940000700000060500600703200807002056250006019006940070063027048728690130009038620,945281763372469581681753294897312456254876319136945872563127948728694135419538627
040281763300069501680000090890302406204006310130900070563020000020090000019038007,945281763372469581681753294897312456254876319136945872563127948728694135419538627
040200060070060580000703094090302050000876310006945072063120048028690030410000027,945281763372469581681753294897312456254876319136945872563127948728694135419538627
340089700900060083001753000807312000200076000130940072560020040720004100010038627,345289761972461583681753294897312456254876319136945872563127948728694135419538627
040080000000001580000750004807002460204800931136940802568020349023694000000030620,345289716972461583681753294897312465254876931136945872568127349723694158419538627
305209000972000000680750204800302405254800901030905002000100300020690150409538007,345289716972461583681753294897312465254876931136945872568127349723694158419538627
305009716070001080601050204800002465050800931106000800560000049720090158010038600,345289716972461583681753294897312465254876931136945872568127349723694158419538627
000280706900460003601050200807002400204876931100940820060127300003600008019030002,345289716972461583681753294897312465254876931136945827568127349723694158419538672
045089006070401003601700294807010405050870900000945027068100350500604000710030002,345289716972461583681753294897312465254876931136945827468127359523694178719538642
005200106902460080601053090897000460054070000030945020460000300500694718700038040,345289176972461583681753294897312465254876931136945827468127359523694718719538642
000080106070061503080703000800312065250870930036005027008007059023690700000030642,345289176972461583681753294897312465254876931136945827468127359523694718719538642
300200106070060500681053094007002465000076931100940000400100300503694010009530042,345289176972461583681753294897312465254876931136945827468127359523694718719538642
045289100072060000001700204000310065204076930100940700460107309003000817700008042,345289176972461583681753294897312465254876931136945728468127359523694817719538642
345209100872001000691700280080310060050070901006940708408027000023000007709538000,345289176872461593691753284987312465254876931136945728468127359523694817719538642
005080106000001003000750284087010465054800001136040028468120009003604810709030000,345289176872461593691753284987312465254876931136945728468127359523694817719538642
000080170870060900691003004000310405000070301036945700068000509500694800700538642,345289176872461953691753284987312465254876391136945728468127539523694817719538642
000080106872061953690000200980002460245870091000905008408007530503600800000500042,354289176872461953691753284987312465245876391136945728468127539523694817719538642
350089006802061000000703280000012065240806000000940028060120509503004810019538600,354289176872461953691753284987312465245876391136945728468127539523694817719538642
354200070872400950096053080080010060240806001601005700060120000503604010700508640,354289176872461953196753284987312465245876391631945728468127539523694817719538642
350080076872460000190750284980302460200800390001045708000007009520090000010500602,354289176872461953196753284987312465245876391631945728468127539523694817719538642
054081076002409150190003284980070460047006095000005000008000530020090817719008002,354281976872469153196753284985372461247816395631945728468127539523694817719538642
350281076802400050006050200000072400240806095000905708400000509020690817019500640,354281976872469153196753284985372461247816395631945728468127539523694817719538642
354200970002469100190003004085072460247010390600045000400007000520000017709530002,354281976872469153196753284985372461247816395631945728468127539523694817719538642
000081076872469050196000200905072060240806095000040708000027039500600010710038040,354281976872469153196753284985372461247816395631945728468127539523694817719538642
350000070872409100096700204005070000240010300031940700408020009523604007719030042,354281976872469153196753284985372461247816395631945728468127539523694817719538642
000201070872409153090703084005070460007506000601008000408120539020000017009805602,354281976872469153196753284985372461247516398631948725468127539523694817719835642
304201900070000000006703004000370461240506398630040005408107530000004817719800600,354281976872469153196753284985372461247516398631948725468127539523694817719835642
304281970800460100006700280985070000040006390600000025468000530523004800700030642,354281976872469153196753284985372461247516398631948725468127539523694817719835642
354281000870000003000053280985372460240506000630948000468100030003090800709000600,354281976872469153196753284985372461247516398631948725468127539523694817719835642
300000076800469103106050280085302461007000098600948000460100530500000007010035642,354281976872469153196753284985372461247516398631948725468127539523694817719835642
054201970072409003006003204905370401007500308030000005468007530000604810710800040,354281976872469153196753284985372461247516398631948725468127539523694817719835642
300281976070069050196700204085000401000500008631000005468100530529600010000825000,354281976872469153196753284985372461247516398631948725468197532529634817713825649
304000976872000000000753280080370400200510008631940005008007530029630807703020009,354281976872469153196753284985372461247516398631948725468197532529634817713825649
050200976072000003006753204985302460000010098600040705460100032000634810710000600,354281976872469153196753284985372461247516398631948725468197532529634817713825649
000200976072000053000703000085072061040516398630040000008097030520630017713005600,354281976872469153196753284985372461247516398631948725468197532529634817713825649
054200970070460100090700080080372461207510300600040720460007000520630010710005609,354281976872469153196753284985372461247516398631948725468197532529634817713825649
350200076870069000190700200000372461040506090601948020008090002509004810003820009,354281976872469153196753284985372461247516398631948725468197532529634817713825649
000281976072409053006703284985070400240006300600900000068000002000604807713800600,354281976872469153196753284985372461247516398631948725468197532529634817713825649
350001970802000003106000084000300000200516000631048705460197502529600800713005600,354281976872469153196753284985372461247516398631948725468197532529634817713825649
050201076870400053096700204905002400000006398630008720400007530000600817703820009,354281976872469153196753284985372461247516398631948725468197532529634817713825649
304001970070009053006750004000000401040510000031900025060097530509630810703025649,354281976872469153196753284985372461247516398631948725468197532529634817713825649
054200006002000003096750084980370000040516398001008025408197002529604000003005600,354281976872469153196753284985372461247516398631948725468197532529634817713825649
004280076870460003000753084905300000200010090001048720008007502520034817003005609,354289176872461953196753284985372461247516398631948725468197532529634817713825649
300089076870000053090750200905070060047016098001940720008190032029604800003000640,354289176872461953196753284985372461247516398631948725468197532529634817713825649
304200176800000953190753080900302001040006300030040020008107032529000810710025600,354289176872461953196753284985372461247516398631948725468197532529634817713825649
050089100072060950196753004905372061200000090031908725060100032500004017000005000,354289176872461953196753284985372461247516398631948725468197532529634817713825649
350000070872401950096750284080302000207016390000008700460190530520804017000000040,354289176872461953196753284985372461247516398631948725468197532529834617713625849
004080006802001903090753084901302460047010308030008000408097500020834010700020049,354289176872461953196753284981372465247516398635948721468197532529834617713625849
004000000072040000096753080080072460040015028235400701468197030000034017000506049,354289176872641953196753284981372465647915328235468791468197532529834617713526849
050200970072040003196000200981372060647900020230068001000100002509034607003006049,354281976872649153196753284981372465647915328235468791468197532529834617713526849
354201976002640103090750000900000405007005328000468090468107002029000607000026800,354281976872649153196753284981372465647915328235468791468197532529834617713526849
304200076872609050090703200001002005007900320230400791068190502000800017010026009,354281976872649153196753284981372465647915328235468791468197532529834617713526849
004081070002000153190750284001000000640910028235460000408100500529034607000026040,354281976872649153196753284981372465647915328235468791468197532529834617713526849
300281076002040000196753084000070060640015328005068001008007532029004000010526000,354281976872649153196753284981372465647915328235468791468197532529834617713526849
354000070872640003190703084081002060607910008200060791008090502020830000703020800,354281976872649153196753284981372465647915328235468791468197532529834617713526849
050009000800040000096700080981070305607900420240368091400090502009804600713520809,354289176872641953196753284981472365637915428245368791468197532529834617713526849
054289176802040953000700080901000300030900028245308701060000032520830000713000009,354289176872641953196753284981472365637915428245368791468197532529834617713526849
304209070000601053090750204900470365630000428000000001400190032000800607710526840,354289176872641953196753284981472365637915428245368791468197532529834617713526849
000009176870040000100000004900472065007915400200308001408197530520830607713000009,354289176872641953196753284981472365637915428245368791468197532529834617713526849
005089000002640950100003080081472000037900020200368790068197502520004000703526000,345289176872641953196753284981472365637915428254368791468197532529834617713526849
300209100870040953100750084901402360007005408054368000400007002529000007713000009,345289176872641953196753284981472365637915428254368791468197532529834617713526849
305200170800041950190753004900070365630905420204360001460000000500034010700006009,345289176872641953196753284981472365637915428254368791468197532529834617713526849
305080076002600003100703280980002005607000020054360091468190002529030007710520000,345289176872641953196753284981472365637915428254368791468197532529834617713526849
045000900800609000106703004980402005637005428250000091468190300500834060000020840,345281976872649513196753284981472635637915428254368791468197352529834167713526849
045280906002609500096000204980070630007015428200308091000100352020804160010000040,345281976872649513196753284981472635637915428254368791468197352529834167713526849
045000006870049003390750084900402035630900420054308701060007300500004067003500049,145283976872649513396751284981472635637915428254368791468197352529834167713526849
100280000800000510090701080081402605007005028254008090008000352509800107713520840,145283976872649513396751284981472635637915428254368791468197352529834167713526849
130204070002030504490750000001002005007090420054360090608010052529043000713500809,135284976872639514496751283981472635367195428254368791648917352529843167713526849
000200076800600514490750280080002035307105420004068190608007002020800061013500800,135284976872639514496751283981472635367195428254368197648917352529843761713526849
000200976000639510406051083080000030307090400204308190000910300029003761703520009,135284976872639514496751283981472635367195428254368197648917352529843761713526849
135000970070009004006701083081000005367095420000000107640907052520043000713500840,135284976872639514496751283981472635367195428254368197648917352529843761713526849
030408906870030000406751203000270600360195400204300007608007000509803000710562040,135428976872639514496751283981274635367195428254386197648917352529843761713562849
035408000002630010490051203900000600300195428254086090008907001000013000703502840,135428976872639514496751283981274635367195428254386197628947351549813762713562849
035408000072630000096000080081200600307005008200386197508007060640813752010000049,135428976872639514496751283981274635367195428254386197528947361649813752713562849
105428000802000010006750003081274000060000028054380197508040001649810702700502000,135428976872639514496751283981274635367195428254386197528947361649813752713562849
105000070002609014496700203901070035300195400254000090500007060009813000713560040,135428976872639514496751283981274635367195428254386197528947361649813752713562849
000428900800030004406051003981004005007105428050080097508007300040800750013502809,135428976872639514496751283981274635367195428254386197528947361649813752713562849
105000976000000514496001200081074005367190000004300197020900340009800702703040069,135428976872639514496751283981274635367195428254386197528967341649813752713542869
135420000072630004090750203981000030067105008054086100008067000640800752700002060,135428976872639514496751283981274635367195428254386197528967341649813752713542869
005428970872030000490751083901074600067095000004086090008000040600013750003040809,135428976872639514496751283981274635367195428254386197528967341649813752713542869
030000906802609504006701283000300000060005438350006107008960040649003052010500869,135428976872639514496751283981374625267195438354286197528967341649813752713542869
135408070070609504496700280200010000900200430004800120508907300609003000000542869,135428976872639514496751283287314695961275438354896127528967341649183752713542869
035400900870609000090700003207310608900076030064005007000967041000183002713540809,135428976872639514496751283257314698981276435364895127528967341649183752713542869
005028900002009010090051280057004690981206000060095100520060040649003052013042060,135428976872639514496751283257314698981276435364895127528967341649183752713542869
000600904030409506406051287200004603981200400300790020028000340640080752710500000,175628934832479516496351287257814693981236475364795128528967341649183752713542869
175608000832009006496351087050804093080030470000090128000960300009003752010000800,175628934832479516496351287257814693981236475364795128528967341649183752713542869
100028034002470510000001287050800003081006075304095028000007040609083700710540860,175628934832479516496351287257814693981236475364795128528967341649183752713542869
170620034032000000406351200200010090080006470060790020028060341009183052700540800,175628934832479516496351287257814693981236475364795128528967341649183752713542869
100608904002470016400050080007010003080236400300095108528000301649183050700000809,175628934832479516496351287257814693981236475364795128528967341649183752713542869
000620004030009000490001002250810093981036400360095108020947301640080250710000040,175628934832479516496351782257814693981236475364795128528947361649183257713562849
175620004830409006496301702250010090001206405364095000528940060609000200000000000,175628934832479516496351782257814693981236475364795128528947361649183257713562849
100020030832009506090350700057804000981206405304000000500007060609103250713060840,175628934832479516496351782257814693981236475364795128528947361649183257713562849
175008934002049506000300000000010690981236405004900120500490061649000207710000040,175628934832749516496351782257814693981236475364975128528497361649183257713562849
075008034030709006400051702257004000000236400004975028520097860000083250700002040,175628934832749516496351782257814693981236475364975128523497861649183257718562349
005620934802040006400301700257804603910036475364900020500090001040080207000002000,175628934832749516496351782257814693918236475364975128523497861649183257781562349
075008934030700516496001080200814003910000075304975020023000800000000050780562009,175628934832749516496351782257814693918236475364975128523497861649183257781562349
075628004832009500000350087200004693900230400300900128020007001040003002781560009,175628934832749516496351287257814693918236475364975128523497861649183752781562349
075608900800049000406350080050080600918200470304000108020497851500010000700502349,175628934832749516496351287257184693918236475364975128623497851549813762781562349
000008904800740516406301007250104600000236470004000000620490051549013060001560300,175628934832749516496351287257184693918236475364975128623497851549813762781562349
075628030000049010096300007050004093018206400364975000003000801049003700781062009,175628934832749516496351287257184693918236475364975128623497851549813762781562349
170600000030709016096300007000104090918000005004075108523497001609803002081500340,175628934832749516496351287257184693918236475364975128523497861649813752781562349
070008904835040010490320587250180090008000005000075100023097800609810000700062349,172658934835749216496321587257184693918236475364975128523497861649813752781562349
002608934030040206406020000257000090900006005064905128523007061609800050000502049,172658934835749216496321587257184693918236475364975128523497861649813752781562349
702050034035700210090001580200184003080030000304000128503400861000800702078062340,712658934835749216496321587257184693981236475364975128523497861649813752178562349
710050904030700206406301000050184603081030470300905000003090861600810700108562000,712658934835749216496321587257184693981236475364975128523497861649813752178562349
002600004830740010096000000200100090901230000004900000523407801649013750178560349,712658934835749216496321587257184693981236475364975128523497861649813752178562349
010680934805040200400020008207156490051234680304078000003090060040803002000000349,712685934835749216496321578287156493951234687364978125523497861649813752178562349
712605004000000276400000100000100493001034600360070021020000805509863700678512340,712685934895341276436729158287156493951234687364978521123497865549863712678512349
702605030800491000490320058087156090951030007064978000003009865509000010000012000,712685934835491276496327158287156493951234687364978521123749865549863712678512349
702005039005090006000300100007156090950230080364908521003709805540060702000002043,712685439835491276496327158287156394951234687364978521123749865549863712678512943
700605030830091206496000058007100304001204687004900001100740000540860710600010043,712685439835491276496327158287156394951234687364978521123749865549863712678512943
010605030035491076406300050000150390001204680304076001003000805549803710000510000,712685439835491276496327158267158394951234687384976521123749865549863712678512943
210000009835490276406007058600150300900204087304906501000009005549003000060010940,217685439835491276496327158672158394951234687384976521123749865549863712768512943
000680030035000200490007100670050094951000007304076520120700865009060012760502043,217685439835491276496327158672158394951234687384976521123749865549863712768512943
007085009830000276490000000672108000901034087080070521100000005049803712008502903,217685439835491276496327158672158394951234687384976521123749865549863712768512943
200600400035491270000320058600050394901000087384070001003049860049063000000502903,217685439835491276496327158672158394951234687384976521123749865549863712768512943
010605409805090206096300158002150094050200080004070520123049065500800010068000040,217685439835491276496327158672158394951234687384976521123749865549863712768512943
210685030805401200096307050670100394900030600380900501000000800540002713008013002,217685439835491276496327158672158394951234687384976521123749865549862713768513942
207085009800400006006007150600108000001230687380900000103749065509002713068010040,217685439835491276496327158672158394951234687384976521123749865549862713768513942
017605409035000000490000058672100004951204080080000521123009805009862010000500042,217685439835491276496327158672158394951234687384976521123749865549862713768513942
010600039800041270090320108000050304050200087084706000023009865040862700060500942,217685439835941276496327158672158394951234687384796521123479865549862713768513942
000685439800900276400020100602108090301090607980706500120409005049800703000010900,217685439835941276496327158672158394351294687984736521123479865549862713768513942
000600430800941070006027058602158000350004000084730000023470065509062703768000900,217685439835941276496327158672158394351294687984736521123479865549862713768513942
217080009800901276400020100072008394300200600084030521000400860009002010008513902,217685439835941276496327158672158394351294687984736521123479865549862713768513942
210000039005941206406320008602158304301090000000006500100009800500062713068500940,217685439835941276496327158672158394351294687984736521123479865549862713768513942
210600000830901276406027058602000390050290687000036001100409060000062000768013002,217685439835941276496327158672158394351294687984736521123479865549862713768513942
207650000000041276006300050070005004301204680904006021120409865009002010008510902,217658439835941276496327158672185394351294687984736521123479865549862713768513942
007658439005900206406007108670080090300000007084006520103000860009800013760013902,217658439835941276496327158672185394351294687984736521123479865549862713768513942
017008009035001076496320000602005304300004687084006001000409865509002003000013902,217658439835941276496327158672185394351294687984736521123479865549862713768513942
017008409835000000496320058670180094050290007004000500100000805549060000768503940,217658439835941276496327158672185394351294687984736521123479865549862713768513942
010600030835400016400321758070000090350094687900700520103900865000000103000013902,217658439835479216496321758672185394351294687984736521123947865549862173768513942
207050409800409200009000058002185000001204007084730001103000065000502043546013972,217658439835479216469321758672185394351294687984736521123947865798562143546813972
207008409800400036030621700602100004351094600000006521003040065798500003006813000,267358419815479236439621758672185394351294687984736521123947865798562143546813972
207008000005479230900600758002185090301000607409706520123047000008500140040800900,267358419815479236934621758672185394351294687489736521123947865798562143546813972
260358419805000030900010058002005304001200080009030021023947060000000140546820970,267358419815479236934612758672185394351294687489736521123947865798563142546821973
000058409005409006904012708000185394351004080409000020003040065790063140040000073,267358419815479236934612758672185394351294687489736521123947865798563142546821973
000758030005009010934010750260185300000020687080376500000007060008560102506291800,612758439875439216934612758267185394351924687489376521123847965798563142546291873
602750039005009000034002700207185390051900087000070520103800960798500102046000070,612758439875439216934612758267185394351924687489376521123847965798563142546291873
000708030875400206900610758000005304050924687409070501000007060798000142006090003,612758439875439216934612758267185394351924687489376521123847965798563142546291873
002058000005030216030612050007005004000920607089070501320847065008500102500290870,612758439875439216934612758267185394153924687489376521321847965798563142546291873
002050009870039016904600000267185094000924087409300001300000000008503040506091873,612758439875439216934612758267185394153924687489376521321847965798563142546291873
002758000805030006004012758000100090050920600489300001321047900700500042546091003,612758439875439216934612758267185394153924687489376521321847965798563142546291873
600758409870439010934600058000085394150000007400076020301840000700560000540091000,612758439875439216934612758267185394153924687489376521321847965798563142546291873
000750439075439210900612758260000004050000080403076120391800000700003001506001003,612758439875439216934612758267185394159324687483976125391847562728563941546291873
612050400800030216030012700260000300109024000003976120090040500028063941540000803,612758439875439216934612758267185394159324687483976125391847562728563941546291873
602807430870439016034000700007085300009324080003900020000708500028503940540000870,612857439875439216934612758267185394159324687483976125391748562728563941546291873
012057430070439216904600050000105004109004687080000025000708060728563000006001003,612857439875439216934612758267185394159324687483976125391748562728563941546291873
012857430800030206000610700007180000009304087003000025041090502008500040596241803,612857439875439216934612758267185394159324687483976125341798562728563941596241873
002050400000009010900600750067185390150324087403900105000090062008563940096001003,612857439875439216934612758267185394159324687483976125341798562728563941596241873
002000400005400206004000008007000304059024687480000120341897562008563040590040803,612758439875439216934612758267185394159324687483976125341897562728563941596241873
000000005000070206900235700627018354050004087483000020340800060070563900596142800,712689435835471296964235718627918354159324687483756129341897562278563941596142873
700089030000471090900035710020918354100020007000000020341807062270003901506000873,712689435835471296964235718627918354159324687483756129341897562278563941596142873
010009405030401296964235018000910350050324607403700000001007560070500900506002000,712689435835471296964235718627918354159324687483756129341897562278563941596142873
800609430030000296960235718007000004000020080080756129000007062008563041046090003,812679435735481296964235718627918354159324687483756129391847562278563941546192873
872019000000008096060030010297000004001924080083000129300847060728000041546102003,872619435135478296964235718297381654651924387483756129319847562728563941546192873
870619435100070000904030718000380654051000307083000020009840000008060941040102870,872619435135478296964235718297381654651924387483756129319847562728563941546192873
800010405100470200064230700290301050001024300483706109700003062028500001006002073,872619435135478296964235718297381654651924387483756129719843562328567941546192873
072609435035400200004230008000301004001924300480050129710003500020507940006100070,872619435135478296964235718297381654651924387483756129719843562328567941546192873
802019405005008010000005000097300054651920007480000009719000560328567940506000803,872619435935478216164235798297381654651924387483756129719843562328567941546192873
870609405930008006104035790207080650050000307080000020010803560300067001046092803,872619435935478216164235798297381654651924387483756129719843562328567941546192873
070009435035408210164200798007380004000020087003000020709043060308500041546000800,872619435935478216164235798297381654651924387483756129719843562328567941546192873
870600005935470006164205000000380650450900380600050109009843500328007000000002873,872619435935478216164235798297381654451926387683754129719843562328567941546192873
072619000905000010060230708007080604001006007600754120709040562020067940040092800,872619435935478216164235798297381654451926387683754129719843562328567941546192873
000010435930078216004030708200301004050920000683700029009803060320007941500092000,872619435935478216164235798297381654451926387683754129719843562328567941546192873
870609435005070210000205000207301654400000300603750129009803560028067940000000070,872619435935478216164235798297381654451926387683754129719843562328567941546192873
802019405935000006040235000207080654401000307083000009019800500000167040360502071,872619435935478216146235798297381654451926387683754129719843562528167943364592871
802619030930008200100030798000381600401926000080054009710840060508000043004002870,872619435935478216146235798297381654451926387683754129719843562528167943364592871
070619400005078210106235008097381054001000087680054020010800060008007940004000870,872619435935478216146235798297381654451926387683754129719843562528167943364592871
000619035930070006140005790297380050050900387003000100710042063020560041004090070,872619435935478216146235798297381654451926387683754129719842563328567941564193872
072000435035400206100035798000081054050920380003756109000042060000060041564100000,872619435935478216146235798297381654651924387483756129719842563328567941564193872
000609030900478210140000798097301654650004087083006000718502000329800501000003000,872619435935478216146235798297381654651924387483756129718542963329867541564193872
802009430935000200106205008200080650001924387083750009010000900000847560060193000,872619435935478216146235798297381654651924387483756129718562943329847561564193872
870009030000008016040205098297001004000020300483000109708560003300847501560090872,872619435935478216146235798297381654651924387483756129718562943329847561564193872
872009005000070016601035790207080654106004087083706020000000903300040561004090802,872619435935478216641235798297381654156924387483756129718562943329847561564193872
